/home/lfz/.conda/envs/champ/lib/python3.10/site-packages/albumentations/__init__.py:13: UserWarning: A new version of Albumentations is available: 1.4.16 (you have 1.4.14). Upgrade using: pip install -U albumentations. To disable automatic update checks, set the environment variable NO_ALBUMENTATIONS_UPDATE to 1.
  check_for_updates()
/home/lfz/workspace/Locate-and-Verify/train_cls.py:61: UserWarning: You have chosen to seed training. This will turn on the CUDNN deterministic setting, which can slow down your training considerably! You may see unexpected behavior when restarting from checkpoints.
  warnings.warn('You have chosen to seed training. '
/home/lfz/workspace/Locate-and-Verify/train_cls.py:68: UserWarning: You have chosen a specific GPU. This will completely disable data parallelism.
  warnings.warn('You have chosen a specific GPU. This will completely disable data parallelism.')
/home/lfz/.conda/envs/champ/lib/python3.10/site-packages/pydantic/main.py:193: UserWarning: blur_limit and sigma_limit minimum value can not be both equal to 0. blur_limit minimum value changed to 3.
  self.__pydantic_validator__.validate_python(data, self_instance=self)
Use GPU: 0 for training
Creating model: LVNet
Using dropout 0.5
Using dropout 0.5
Total number of data: 34111 | real: 24831, fake: 9280
Total number of data: 20887 | real: 17815, fake: 3072
Epoch: [0][1720/2131]	Time  0.432 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00453)	Acc@1 100.00 ( 99.86)
Epoch: [0][1740/2131]	Time  0.432 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00448)	Acc@1 100.00 ( 99.86)
Epoch: [0][1760/2131]	Time  0.431 ( 0.438)	Data  0.005 ( 0.006)	Loss 0.00000 (0.00443)	Acc@1 100.00 ( 99.87)
Epoch: [0][1780/2131]	Time  0.431 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00438)	Acc@1 100.00 ( 99.87)
Epoch: [0][1800/2131]	Time  0.431 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00000 (0.00433)	Acc@1 100.00 ( 99.87)
Epoch: [0][1820/2131]	Time  0.432 ( 0.438)	Data  0.007 ( 0.006)	Loss 0.00000 (0.00429)	Acc@1 100.00 ( 99.87)
Epoch: [0][1840/2131]	Time  0.435 ( 0.438)	Data  0.008 ( 0.006)	Loss 0.00001 (0.00424)	Acc@1 100.00 ( 99.87)
Epoch: [0][1860/2131]	Time  0.433 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00419)	Acc@1 100.00 ( 99.87)
Epoch: [0][1880/2131]	Time  0.433 ( 0.438)	Data  0.007 ( 0.006)	Loss 0.00001 (0.00415)	Acc@1 100.00 ( 99.87)
Epoch: [0][1900/2131]	Time  0.432 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00002 (0.00411)	Acc@1 100.00 ( 99.88)
Epoch: [0][1920/2131]	Time  0.431 ( 0.438)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00406)	Acc@1 100.00 ( 99.88)
Epoch: [0][1940/2131]	Time  0.433 ( 0.438)	Data  0.007 ( 0.006)	Loss 0.00003 (0.00402)	Acc@1 100.00 ( 99.88)
Epoch: [0][1960/2131]	Time  0.431 ( 0.438)	Data  0.005 ( 0.006)	Loss 0.00000 (0.00398)	Acc@1 100.00 ( 99.88)
Epoch: [0][1980/2131]	Time  0.435 ( 0.437)	Data  0.008 ( 0.006)	Loss 0.00001 (0.00394)	Acc@1 100.00 ( 99.88)
Epoch: [0][2000/2131]	Time  0.435 ( 0.437)	Data  0.008 ( 0.006)	Loss 0.00000 (0.00390)	Acc@1 100.00 ( 99.88)
Epoch: [0][2020/2131]	Time  0.432 ( 0.437)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00386)	Acc@1 100.00 ( 99.88)
Epoch: [0][2040/2131]	Time  0.431 ( 0.437)	Data  0.006 ( 0.006)	Loss 0.00000 (0.00383)	Acc@1 100.00 ( 99.88)
Epoch: [0][2060/2131]	Time  0.433 ( 0.437)	Data  0.007 ( 0.006)	Loss 0.00001 (0.00379)	Acc@1 100.00 ( 99.88)
Epoch: [0][2080/2131]	Time  0.433 ( 0.437)	Data  0.007 ( 0.006)	Loss 0.00003 (0.00376)	Acc@1 100.00 ( 99.89)
Epoch: [0][2100/2131]	Time  0.433 ( 0.437)	Data  0.007 ( 0.006)	Loss 0.00000 (0.00372)	Acc@1 100.00 ( 99.89)
Epoch: [0][2120/2131]	Time  0.433 ( 0.437)	Data  0.005 ( 0.006)	Loss 0.00001 (0.00369)	Acc@1 100.00 ( 99.89)
(20887,)
(20887, 2)
Test: [1306/1306]	Time  0.132 ( 0.041)	Loss 0.00503 (2.73599)	Acc@1 100.00 ( 25.73)	AUC  0.745 ( 0.745)
 * Acc@1 25.729 AUC 0.745
Epoch: [1][   0/2131]	Time  1.449 ( 1.449)	Data  0.444 ( 0.444)	Loss 0.00001 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][  20/2131]	Time  0.429 ( 0.727)	Data  0.006 ( 0.026)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][  40/2131]	Time  0.430 ( 0.582)	Data  0.006 ( 0.016)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][  60/2131]	Time  0.430 ( 0.532)	Data  0.005 ( 0.012)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][  80/2131]	Time  0.429 ( 0.506)	Data  0.004 ( 0.010)	Loss 0.00000 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 100/2131]	Time  0.430 ( 0.491)	Data  0.004 ( 0.009)	Loss 0.00002 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 120/2131]	Time  0.431 ( 0.481)	Data  0.007 ( 0.009)	Loss 0.00001 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 140/2131]	Time  0.431 ( 0.474)	Data  0.006 ( 0.008)	Loss 0.00000 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 160/2131]	Time  0.430 ( 0.469)	Data  0.004 ( 0.008)	Loss 0.00001 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 180/2131]	Time  0.430 ( 0.464)	Data  0.005 ( 0.007)	Loss 0.00000 (0.00001)	Acc@1 100.00 (100.00)
Epoch: [1][ 200/2131]	Time  0.429 ( 0.461)	Data  0.004 ( 0.007)	Loss 0.00002 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 220/2131]	Time  0.429 ( 0.458)	Data  0.005 ( 0.007)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 240/2131]	Time  0.431 ( 0.456)	Data  0.006 ( 0.007)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 260/2131]	Time  0.430 ( 0.454)	Data  0.004 ( 0.007)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 280/2131]	Time  0.430 ( 0.453)	Data  0.005 ( 0.007)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 300/2131]	Time  0.429 ( 0.451)	Data  0.004 ( 0.007)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 320/2131]	Time  0.430 ( 0.450)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 340/2131]	Time  0.432 ( 0.449)	Data  0.006 ( 0.006)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 360/2131]	Time  0.430 ( 0.448)	Data  0.005 ( 0.006)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 380/2131]	Time  0.429 ( 0.447)	Data  0.005 ( 0.006)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 400/2131]	Time  0.429 ( 0.446)	Data  0.004 ( 0.006)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 420/2131]	Time  0.432 ( 0.445)	Data  0.006 ( 0.006)	Loss 0.00000 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 440/2131]	Time  0.431 ( 0.445)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
Epoch: [1][ 460/2131]	Time  0.432 ( 0.444)	Data  0.006 ( 0.006)	Loss 0.00001 (0.00002)	Acc@1 100.00 (100.00)
